0.000000	-24.526176	-84.762093	-95.840141
1.000000	-24.524483	-85.437378	-91.563057
2.000000	-24.523520	-85.261208	-93.620552
3.000000	-24.522240	-82.134361	-91.648003
4.000000	-24.528072	-83.441498	-94.180122
5.000000	-24.532261	-84.775841	-92.661308
6.000000	-24.536015	-83.932449	-94.553986
7.000000	-24.536236	-82.394730	-92.490959
8.000000	-24.532425	-83.463203	-93.566978
9.000000	-24.527431	-83.008568	-92.673798
10.000000	-24.533440	-85.358955	-96.065506
11.000000	-24.536886	-83.100937	-93.724533
12.000000	-24.537182	-84.703011	-90.807457
13.000000	-24.533525	-86.193626	-92.871391
14.000000	-24.529068	-83.274879	-91.003433
15.000000	-24.529474	-83.788895	-92.991837
16.000000	-24.534254	-82.722427	-94.052391
17.000000	-24.535892	-84.715042	-93.875809
18.000000	-24.544302	-82.534065	-94.048210
19.000000	-24.539007	-85.030579	-93.259247
20.000000	-24.534147	-83.737167	-95.373528
21.000000	-24.535809	-84.946960	-92.655876
22.000000	-24.540480	-85.281815	-93.217453
23.000000	-24.543331	-86.909874	-90.175240
24.000000	-24.545952	-84.519936	-92.818878
25.000000	-24.542826	-83.862373	-87.091148
26.000000	-24.535217	-87.148964	-90.938484
27.000000	-24.539814	-83.474716	-92.211838
28.000000	-24.543530	-85.058250	-93.149017
29.000000	-24.544266	-83.506439	-87.919319
30.000000	-24.542788	-83.793732	-92.849472
31.000000	-24.534735	-83.930481	-91.294945
32.000000	-24.534718	-83.354134	-91.365501
33.000000	-24.536760	-84.853104	-90.130249
34.000000	-24.537006	-84.892448	-92.966064
35.000000	-24.537115	-83.707108	-95.543449
36.000000	-24.533634	-84.497337	-90.922134
37.000000	-24.528677	-83.490234	-90.394218
38.000000	-24.531933	-83.550186	-89.176399
39.000000	-24.536116	-83.993240	-92.431709
40.000000	-24.539772	-85.333206	-92.006630
41.000000	-24.538553	-83.659142	-91.709839
42.000000	-24.535824	-84.226852	-89.926422
43.000000	-24.533489	-82.852592	-91.981552
44.000000	-24.536551	-81.689667	-90.930916
45.000000	-24.540745	-85.959503	-91.844109
46.000000	-24.542040	-83.812378	-92.989258
47.000000	-24.542015	-83.865295	-88.608788
48.000000	-24.533693	-85.129829	-92.244469
49.000000	-24.537605	-83.441429	-90.582817
50.000000	-24.539082	-83.742981	-92.073669
51.000000	-24.542940	-84.935219	-89.537109
52.000000	-24.546675	-84.397263	-89.660332
53.000000	-24.541786	-85.245338	-91.011330
54.000000	-24.538317	-85.059479	-92.851807
55.000000	-24.537283	-83.174034	-89.485268
56.000000	-24.543354	-84.758957	-91.238808
57.000000	-24.541651	-86.017708	-94.058456
58.000000	-24.545277	-84.095093	-90.692192
59.000000	-24.539030	-83.504074	-89.854195
60.000000	-24.530581	-82.899498	-89.834999
61.000000	-24.532116	-85.363670	-93.371681
62.000000	-24.529682	-84.169159	-89.297630
63.000000	-24.535282	-84.852188	-91.672821
64.000000	-24.533880	-84.284081	-90.074905
65.000000	-24.531929	-83.982864	-90.669914
66.000000	-24.521769	-80.967903	-92.692383
67.000000	-24.522705	-85.445831	-90.684074
68.000000	-24.523689	-83.806602	-91.703369
69.000000	-24.527142	-87.188789	-92.603920
70.000000	-24.528118	-84.332718	-90.760017
71.000000	-24.526237	-85.011589	-89.763435
72.000000	-24.516022	-84.542763	-88.304909
73.000000	-24.505665	-85.285675	-93.421585
74.000000	-24.494028	-84.491447	-94.484444
75.000000	-24.483965	-84.872421	-87.850014
76.000000	-24.485983	-83.373772	-89.579247
77.000000	-24.487535	-86.076439	-91.943947
78.000000	-24.492491	-84.618942	-89.258888
79.000000	-24.498497	-84.245827	-89.443855
80.000000	-24.507622	-84.748207	-86.430092
81.000000	-24.516470	-84.765541	-84.166534
82.000000	-24.523905	-84.796097	-84.631950
83.000000	-24.532034	-84.613937	-84.273293
84.000000	-24.539448	-83.617546	-84.686287
85.000000	-24.549442	-85.837257	-82.804993
86.000000	-24.555916	-84.571884	-81.154755
87.000000	-24.563232	-83.447586	-80.044449
88.000000	-24.570116	-82.004066	-83.010941
89.000000	-24.578438	-84.817772	-82.274681
90.000000	-24.584467	-82.805016	-79.729813
91.000000	-24.590614	-84.174721	-79.756599
92.000000	-24.594391	-81.553337	-79.438309
93.000000	-24.601454	-83.534019	-80.098358
94.000000	-24.609116	-83.241188	-78.960632
95.000000	-24.608866	-81.508438	-78.697792
96.000000	-24.613853	-82.615295	-77.745300
97.000000	-24.618748	-83.985748	-78.703270
98.000000	-24.623089	-84.776291	-78.401016
99.000000	-24.625582	-82.937706	-77.327728
100.000000	-24.629820	-83.838531	-76.838242
101.000000	-24.632294	-84.591019	-77.246002
102.000000	-24.637592	-80.478935	-77.731354
103.000000	-24.635649	-83.668335	-76.598358
104.000000	-24.639980	-85.944427	-76.842278
105.000000	-24.641438	-82.050125	-76.670303
106.000000	-24.642868	-83.462372	-77.084511
107.000000	-24.643063	-84.321136	-77.238068
108.000000	-24.645201	-83.931503	-76.224510
109.000000	-24.649179	-83.641129	-76.139259
110.000000	-24.652411	-84.503540	-76.167755
111.000000	-24.653404	-82.673157	-75.724991
112.000000	-24.651775	-82.871895	-75.534691
113.000000	-24.654791	-86.439224	-76.216614
114.000000	-24.657352	-83.974739	-75.889030
115.000000	-24.657692	-81.939964	-75.456383
116.000000	-24.658754	-82.983353	-74.913025
117.000000	-24.660198	-83.521301	-74.888626
118.000000	-24.662661	-84.698853	-76.254272
119.000000	-24.662922	-82.403290	-75.400497
120.000000	-24.664192	-83.672897	-75.758263
121.000000	-24.662926	-83.178253	-75.148193
122.000000	-24.666212	-82.132500	-74.835426
123.000000	-24.664652	-82.856262	-74.992699
124.000000	-24.667677	-82.731438	-75.024254
125.000000	-24.670097	-82.924973	-75.939247
126.000000	-24.669161	-82.313896	-74.820206
127.000000	-24.668236	-84.322121	-74.884346
128.000000	-24.671873	-83.752693	-74.509613
129.000000	-24.671894	-82.808464	-75.259972
130.000000	-24.673189	-84.055504	-75.256943
131.000000	-24.674217	-84.292320	-74.779495
132.000000	-24.672390	-82.974625	-74.804977
133.000000	-24.673521	-84.091248	-74.594742
134.000000	-24.675993	-81.880966	-73.939636
135.000000	-24.674973	-84.863792	-75.045235
136.000000	-24.677036	-82.687256	-74.611313
137.000000	-24.674694	-83.713402	-75.046646
138.000000	-24.678392	-84.128578	-74.615311
139.000000	-24.677486	-83.801956	-74.414749
140.000000	-24.675995	-83.337906	-74.343994
141.000000	-24.678793	-84.704796	-74.562500
142.000000	-24.680140	-84.146004	-73.740265
143.000000	-24.680542	-85.691406	-74.727142
144.000000	-24.677763	-83.326210	-74.484131
145.000000	-24.680532	-83.440926	-74.869331
146.000000	-24.682346	-82.676170	-74.759308
147.000000	-24.681358	-84.522888	-74.336342
148.000000	-24.681669	-84.274925	-74.443451
149.000000	-24.680758	-82.564682	-74.491661
150.000000	-24.682886	-83.672607	-73.849861
151.000000	-24.681602	-82.278961	-74.406227
152.000000	-24.681034	-83.038391	-74.160080
153.000000	-24.681795	-83.569031	-74.580643
154.000000	-24.680874	-82.102600	-75.099037
155.000000	-24.681829	-81.505905	-74.620598
156.000000	-24.681789	-82.541916	-74.050758
157.000000	-24.681652	-85.181076	-74.292984
158.000000	-24.684732	-82.182770	-74.137459
159.000000	-24.683126	-82.380287	-73.882179
160.000000	-24.681986	-84.589584	-74.604935
161.000000	-24.684696	-82.793404	-73.815903
162.000000	-24.684801	-82.601074	-73.942398
163.000000	-24.685343	-84.020966	-74.313957
164.000000	-24.684162	-83.109222	-74.066017
165.000000	-24.685989	-84.781128	-73.482109
166.000000	-24.686998	-84.416939	-73.781761
167.000000	-24.685598	-84.769096	-74.454903
168.000000	-24.685757	-84.438797	-73.239510
169.000000	-24.685593	-83.517982	-73.650925
170.000000	-24.686848	-83.945992	-73.729164
171.000000	-24.685190	-83.325188	-74.170036
172.000000	-24.686962	-84.884911	-73.633179
173.000000	-24.685932	-85.069107	-73.578537
174.000000	-24.686470	-83.627159	-73.105522
175.000000	-24.686703	-85.644073	-74.071556
176.000000	-24.687807	-82.558907	-74.294930
177.000000	-24.687567	-85.432808	-74.209328
178.000000	-24.687449	-84.032753	-74.029182
179.000000	-24.687405	-83.513412	-73.867531
180.000000	-24.691626	-84.194466	-73.883461
181.000000	-24.690229	-84.235847	-73.857155
182.000000	-24.690039	-84.044518	-73.961304
183.000000	-24.689926	-83.511879	-73.409683
184.000000	-24.694550	-83.393707	-73.678917
185.000000	-24.694292	-85.594910	-73.672516
186.000000	-24.692696	-83.420692	-73.608917
187.000000	-24.694180	-86.108551	-73.998642
188.000000	-24.692829	-82.074799	-73.720917
189.000000	-24.694571	-82.352615	-74.112022
190.000000	-24.694437	-84.078613	-73.887733
191.000000	-24.695278	-82.688759	-74.482658
192.000000	-24.693407	-84.619949	-74.166054
193.000000	-24.695745	-83.232292	-73.665466
194.000000	-24.694708	-84.788414	-74.603905
195.000000	-24.698093	-82.658676	-73.755562
196.000000	-24.694262	-84.556618	-73.953438
197.000000	-24.694248	-85.897141	-73.723801
198.000000	-24.698875	-81.797745	-74.919708
199.000000	-24.695669	-85.216324	-74.770088
200.000000	-24.695471	-82.462013	-73.729050
201.000000	-24.697781	-85.961540	-74.036743
