0.000000	-102.928558
1.000000	-107.776085
2.000000	-101.544861
3.000000	-99.465477
4.000000	-96.189163
5.000000	-96.500175
6.000000	-91.349998
7.000000	-93.389503
8.000000	-91.427254
9.000000	-91.259621
10.000000	-89.148010
11.000000	-91.800179
12.000000	-87.132988
13.000000	-89.498894
14.000000	-87.181404
15.000000	-85.981247
16.000000	-83.836487
17.000000	-83.222870
18.000000	-83.296715
19.000000	-83.696930
20.000000	-83.057228
21.000000	-82.803253
22.000000	-81.986847
23.000000	-82.222328
24.000000	-81.050240
25.000000	-81.697990
26.000000	-81.522713
27.000000	-80.159081
28.000000	-79.852470
29.000000	-78.809166
30.000000	-80.016739
31.000000	-79.230644
32.000000	-78.380569
33.000000	-78.423340
34.000000	-78.799797
35.000000	-78.279587
36.000000	-77.991112
37.000000	-77.739861
38.000000	-77.696281
39.000000	-77.454903
40.000000	-77.463531
41.000000	-77.299103
42.000000	-77.086472
43.000000	-77.140289
44.000000	-76.786842
45.000000	-76.891464
46.000000	-76.774971
47.000000	-76.849167
48.000000	-76.289268
49.000000	-76.422913
50.000000	-75.380829
51.000000	-75.281029
52.000000	-76.322227
53.000000	-75.786972
54.000000	-75.263870
55.000000	-75.431145
56.000000	-75.835220
57.000000	-75.269974
58.000000	-74.698715
59.000000	-75.231804
60.000000	-75.222610
