0.000000	-96.746544
1.000000	-98.055069
2.000000	-97.415810
3.000000	-97.920029
4.000000	-100.347595
5.000000	-98.986389
6.000000	-98.289894
7.000000	-96.783127
8.000000	-96.574097
9.000000	-98.558632
10.000000	-95.462173
11.000000	-98.107506
12.000000	-95.226021
13.000000	-94.746887
14.000000	-100.945541
15.000000	-101.160240
16.000000	-97.580101
17.000000	-101.233917
18.000000	-96.584908
19.000000	-96.007393
20.000000	-105.421829
21.000000	-95.721596
22.000000	-93.140137
23.000000	-95.175812
24.000000	-98.646393
25.000000	-97.802010
26.000000	-92.888931
27.000000	-96.239006
28.000000	-96.464676
29.000000	-92.927643
30.000000	-91.377907
31.000000	-92.304756
32.000000	-94.119896
33.000000	-96.253090
34.000000	-92.611229
35.000000	-92.914421
36.000000	-95.121452
37.000000	-96.296432
38.000000	-97.958458
39.000000	-93.841309
40.000000	-96.275696
41.000000	-91.026955
42.000000	-93.966530
43.000000	-90.951645
44.000000	-95.657021
45.000000	-94.042427
46.000000	-91.819359
47.000000	-88.869278
48.000000	-93.553276
49.000000	-89.980705
50.000000	-90.840157
51.000000	-90.334114
52.000000	-92.660843
53.000000	-89.489914
54.000000	-90.406540
55.000000	-90.460678
56.000000	-93.185890
57.000000	-93.110603
58.000000	-91.878998
59.000000	-91.722786
60.000000	-91.126259
61.000000	-90.107574
62.000000	-90.181099
63.000000	-92.047806
64.000000	-92.759026
65.000000	-92.978371
66.000000	-88.236092
67.000000	-88.765511
68.000000	-93.384712
69.000000	-92.155548
70.000000	-89.719925
71.000000	-89.877007
72.000000	-92.971458
73.000000	-88.984894
74.000000	-88.589401
75.000000	-91.485664
76.000000	-89.098938
77.000000	-88.464973
78.000000	-87.952606
79.000000	-87.352379
80.000000	-90.054031
81.000000	-88.282135
82.000000	-89.422935
83.000000	-88.039116
84.000000	-90.393440
85.000000	-88.616493
86.000000	-85.220520
87.000000	-87.797035
88.000000	-87.083252
89.000000	-87.570366
90.000000	-87.158356
91.000000	-85.406601
92.000000	-86.566902
93.000000	-86.603638
94.000000	-85.538010
95.000000	-87.447182
96.000000	-86.995918
97.000000	-86.531563
98.000000	-85.911751
99.000000	-86.690735
100.000000	-86.249794
101.000000	-86.114601
102.000000	-85.798157
103.000000	-85.170067
104.000000	-85.331825
105.000000	-88.206284
106.000000	-86.296936
107.000000	-86.949142
108.000000	-87.040550
109.000000	-86.151352
110.000000	-85.504654
111.000000	-86.271812
112.000000	-87.062477
113.000000	-86.541878
114.000000	-86.568787
115.000000	-87.484230
116.000000	-87.737602
117.000000	-86.595634
118.000000	-85.782715
119.000000	-85.889542
120.000000	-86.130508
121.000000	-86.208992
122.000000	-86.537209
123.000000	-85.650513
124.000000	-86.224823
125.000000	-85.565819
126.000000	-85.345253
127.000000	-85.789093
128.000000	-87.343224
129.000000	-89.112808
130.000000	-86.267494
131.000000	-86.962395
132.000000	-87.149628
133.000000	-88.597046
134.000000	-86.438332
135.000000	-87.005775
136.000000	-86.209015
137.000000	-87.895828
138.000000	-88.064301
139.000000	-86.839470
140.000000	-88.394958
141.000000	-86.222229
142.000000	-87.187286
143.000000	-87.454346
144.000000	-84.563118
145.000000	-86.276169
146.000000	-85.766014
147.000000	-85.484642
148.000000	-88.143105
