#POWER vs JUMPS vs TIME
#POWER : 8.30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	143	158	181	176	168	155	180	167	188	183	172	171	182	184	185	172	195	178	188	193	191	180	175	182	194	0	0	
#POWER : 8.31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	44	45	53	49	64	56	49	60	53	74	56	59	69	76	61	79	53	66	60	55	60	59	56	72	68	0	0	
#POWER : 8.32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	12	18	22	18	19	24	19	27	18	25	28	19	23	14	28	18	19	18	27	22	22	23	23	23	21	0	0	
#POWER : 8.33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	5	5	6	6	5	6	8	15	14	10	9	10	9	11	14	9	9	7	16	10	8	7	7	12	10	0	0	
#POWER : 8.34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998	14	7	6	11	8	9	14	4	13	14	7	14	13	12	9	11	9	10	10	11	10	7	7	9	13	0	0	
#POWER : 8.35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980	13	3	0	0	0	1	0	1	1	0	1	2	0	0	0	4	0	1	0	0	2	0	1	1	2	0	0	
#POWER : 8.36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981	17	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	
#POWER : 8.37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1926	47	13	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	176	63	25	13	11	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	149	28	18	1	3	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1503	259	92	45	21	13	9	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.42
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	176	50	28	14	5	12	2	4	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	304	146	78	51	43	32	27	28	9	15	10	7	8	5	3	3	2	1	0	2	2	0	0	0	0	0	0	
#POWER : 8.44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	282	134	84	67	46	40	37	32	25	28	11	11	7	7	6	3	7	6	2	0	3	0	5	0	1	0	0	
#POWER : 8.45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	302	140	121	104	83	64	62	51	44	44	38	25	31	35	28	25	17	14	20	9	12	12	9	5	3	0	0	
#POWER : 8.46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	346	145	98	91	70	57	41	42	39	35	28	35	29	19	22	20	12	9	10	12	9	4	2	11	3	0	0	
#POWER : 8.47
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	292	166	123	97	77	70	48	33	38	32	32	33	25	28	31	9	22	15	14	10	10	7	6	8	5	0	0	
#POWER : 8.48
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	195	85	76	52	58	56	60	49	46	45	47	48	45	28	20	33	32	27	25	27	25	35	24	15	18	0	0	
#POWER : 8.49
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	161	71	56	49	55	33	55	44	30	43	30	26	40	38	25	45	37	34	30	28	16	27	21	21	19	0	0	
#POWER : 8.50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	416	112	63	44	39	43	29	32	21	29	19	21	18	27	27	22	17	9	16	17	16	17	11	12	18	0	0	
#POWER : 8.51
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	109	37	23	21	25	8	11	16	9	18	16	17	16	14	14	15	11	17	21	12	20	10	14	13	12	0	0	
#POWER : 8.52
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	83	28	13	10	10	6	9	8	8	14	15	8	14	8	13	15	14	9	13	11	7	18	10	18	16	0	0	
#POWER : 8.53
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	79	23	9	9	7	9	6	9	9	5	3	7	7	5	8	11	12	10	5	9	11	9	6	9	9	0	0	
#POWER : 8.54
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	7	1	2	2	2	1	5	1	0	2	3	3	1	6	3	3	0	5	3	5	4	1	1	2	0	0	
#POWER : 8.55
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	1	0	1	2	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	
#POWER : 8.56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	5	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	
#POWER : 8.57
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.58
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.59
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.60
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
#POWER : 8.62
